label,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41
0,0.035303518176078796,1.0075929164886475,0.11972066760063171,0.9784616827964783,0.1711493581533432,0.9321804046630859,0.21863296627998352,0.9100732803344727,0.25191083550453186,0.882439136505127,0.10813847929239273,0.7956302762031555,0.2021731734275818,0.751954197883606,0.25174906849861145,0.8089064359664917,0.26771676540374756,0.8667870759963989,0.09204965084791183,0.7989875078201294,0.20643629133701324,0.7495905160903931,0.2595037817955017,0.8266700506210327,0.2713865637779236,0.8928130269050598,0.09122452139854431,0.8225788474082947,0.20378828048706055,0.7929089069366455,0.24478891491889954,0.8703179359436035,0.2456563115119934,0.9260679483413696,0.09960586577653885,0.8636902570724487,0.19149017333984375,0.8596832752227783,0.21907779574394226,0.9060714244842529,0.21398819983005524,0.942783534526825
0,0.029955148696899414,1.0230082273483276,0.10789772868156433,0.9972694516181946,0.16622090339660645,0.9595747590065002,0.22241273522377014,0.9395046830177307,0.25419074296951294,0.9061570167541504,0.0927855372428894,0.8092519640922546,0.18546390533447266,0.7633756399154663,0.2432418316602707,0.8026767373085022,0.26754632592201233,0.8549259305000305,0.08127223700284958,0.8122722506523132,0.19083568453788757,0.7550076842308044,0.25248441100120544,0.8107412457466125,0.2721789479255676,0.8719941973686218,0.08205851912498474,0.835999071598053,0.19272375106811523,0.7882540225982666,0.24656365811824799,0.847055971622467,0.25891581177711487,0.9019898772239685,0.0952121764421463,0.8785514235496521,0.1833779662847519,0.8571864366531372,0.21387609839439392,0.8990866541862488,0.21548610925674438,0.9446486234664917
0,0.030409619212150574,1.0103867053985596,0.1093277782201767,0.9880931377410889,0.16435052454471588,0.9468166828155518,0.21933600306510925,0.9257615804672241,0.25860780477523804,0.8888571858406067,0.07934416830539703,0.7995861172676086,0.1756528913974762,0.7424892783164978,0.23636019229888916,0.7870601415634155,0.25928014516830444,0.8435057997703552,0.06726367026567459,0.8045674562454224,0.17932745814323425,0.7306948304176331,0.24626393616199493,0.792410671710968,0.26375702023506165,0.8579674363136292,0.06938284635543823,0.8240934610366821,0.17531874775886536,0.74817955493927,0.23926594853401184,0.810707688331604,0.2543902099132538,0.8739421367645264,0.08390913903713226,0.8591755032539368,0.1719302088022232,0.8157565593719482,0.21715757250785828,0.8578120470046997,0.2281537652015686,0.9098691940307617
0,0.028325282037258148,1.0109916925430298,0.1058696061372757,0.9830166101455688,0.16203024983406067,0.9395313262939453,0.21731461584568024,0.9160249829292297,0.2604634761810303,0.8841979503631592,0.08207802474498749,0.7998963594436646,0.17878419160842896,0.7420141696929932,0.23494607210159302,0.7897225022315979,0.25460541248321533,0.8486807942390442,0.06827599555253983,0.8017604947090149,0.18078581988811493,0.7281224727630615,0.2439306676387787,0.7905417680740356,0.2603185772895813,0.8557511568069458,0.0682528093457222,0.8209612369537354,0.176808163523674,0.7417554259300232,0.2367280125617981,0.8022879958152771,0.25238245725631714,0.8648772239685059,0.08186446130275726,0.8574965000152588,0.17062008380889893,0.8148025870323181,0.2123950719833374,0.8562670350074768,0.22324615716934204,0.9075052738189697
0,0.0278811976313591,1.021206259727478,0.10633109509944916,0.9898514747619629,0.16291938722133636,0.9436764121055603,0.2187865823507309,0.9171327352523804,0.2599758207798004,0.8802388310432434,0.0787709504365921,0.8025120496749878,0.17655055224895477,0.742596447467804,0.23476313054561615,0.7890771627426147,0.2562664747238159,0.8487022519111633,0.06494012475013733,0.8042309284210205,0.17885839939117432,0.7280897498130798,0.24383240938186646,0.7894408702850342,0.2612323760986328,0.8556585907936096,0.06552895903587341,0.8230239152908325,0.17547015845775604,0.7412570714950562,0.2361721694469452,0.8014906644821167,0.2516884207725525,0.8647757172584534,0.08071129769086838,0.859444797039032,0.1700601875782013,0.8131124377250671,0.21164155006408691,0.8541065454483032,0.221784308552742,0.9059801697731018
0,0.06121309846639633,1.0258657932281494,0.13564710319042206,0.9996386170387268,0.1946806162595749,0.9420627951622009,0.2539632022380829,0.9030736088752747,0.2836485505104065,0.8465371131896973,0.08777697384357452,0.7875573635101318,0.17653827369213104,0.7214266061782837,0.23615553975105286,0.7609956860542297,0.2575421929359436,0.8192874193191528,0.07384388893842697,0.7855461835861206,0.18139950931072235,0.7079904675483704,0.24712753295898438,0.7625225186347961,0.264995813369751,0.8271344900131226,0.07474824041128159,0.7985427975654602,0.1778765767812729,0.7090517282485962,0.2417849600315094,0.7658556699752808,0.25729548931121826,0.8289852738380432,0.09117378294467926,0.8271960616111755,0.1815621554851532,0.7687808871269226,0.22681617736816406,0.8071116805076599,0.23812836408615112,0.8582096099853516
0,0.06274320185184479,1.0350308418273926,0.13614417612552643,1.0040373802185059,0.19296331703662872,0.9429247379302979,0.2521984577178955,0.9010264873504639,0.28900855779647827,0.84107506275177,0.08737152814865112,0.7948545813560486,0.18106362223625183,0.7310240864753723,0.23661813139915466,0.7720030546188354,0.2528987228870392,0.8323889374732971,0.07370450347661972,0.7883303761482239,0.1813431978225708,0.7095546722412109,0.24445122480392456,0.7584415674209595,0.26316964626312256,0.8194059729576111,0.07504720240831375,0.7991082668304443,0.178074911236763,0.702914834022522,0.24162214994430542,0.7538673877716064,0.26000142097473145,0.8159602880477905,0.09353233873844147,0.8269864320755005,0.18396633863449097,0.7661411166191101,0.2286294400691986,0.8030517101287842,0.24096587300300598,0.8549087643623352
0,0.08286493271589279,1.0108751058578491,0.16998732089996338,0.9692140817642212,0.2327575385570526,0.9029802680015564,0.28947895765304565,0.864963948726654,0.3301587700843811,0.8113927245140076,0.1378183513879776,0.7418450713157654,0.21893686056137085,0.6831631660461426,0.2735593318939209,0.7235803604125977,0.2932223677635193,0.7796424031257629,0.11702562868595123,0.7372733354568481,0.21635477244853973,0.6679360270500183,0.27826371788978577,0.7209151983261108,0.29747021198272705,0.7825661897659302,0.10989078879356384,0.7487384676933289,0.20665611326694489,0.6634494662284851,0.27096259593963623,0.715766191482544,0.2926867604255676,0.7784227728843689,0.11733484268188477,0.778431236743927,0.2070745825767517,0.721389651298523,0.2610522508621216,0.7516441345214844,0.2848754823207855,0.7971802949905396
0,0.08951547741889954,1.0187478065490723,0.17226238548755646,0.9717319011688232,0.23455341160297394,0.9038561582565308,0.2925582230091095,0.8612421154975891,0.3325769305229187,0.8044521808624268,0.13245782256126404,0.7450870275497437,0.2179986536502838,0.6826406121253967,0.2735956907272339,0.7170456051826477,0.2932530641555786,0.7683839797973633,0.11448842287063599,0.739334225654602,0.21816755831241608,0.669343113899231,0.2785254418849945,0.7203664779663086,0.29743751883506775,0.7819557785987854,0.11026632785797119,0.7501201629638672,0.20977665483951569,0.668296754360199,0.2705632448196411,0.7199082970619202,0.2910178005695343,0.7812055349349976,0.12091272324323654,0.7796815037727356,0.2085520625114441,0.7243518829345703,0.257253497838974,0.7564668655395508,0.27787354588508606,0.8019508719444275
0,0.11260372400283813,0.9814004302024841,0.20105202496051788,0.9355435967445374,0.2637403607368469,0.8596578240394592,0.31951001286506653,0.8172465562820435,0.35818082094192505,0.7622933387756348,0.16814306378364563,0.6984784603118896,0.24434325098991394,0.6316753029823303,0.2993707060813904,0.6683320999145508,0.31903451681137085,0.7260258197784424,0.14597459137439728,0.6954024434089661,0.24221044778823853,0.6183338761329651,0.30642688274383545,0.6680768728256226,0.32683318853378296,0.7297527194023132,0.13590364158153534,0.7076292634010315,0.23586231470108032,0.6160913109779358,0.3006863296031952,0.6695296168327332,0.32072913646698,0.7324051260948181,0.14128287136554718,0.7379627227783203,0.23421061038970947,0.6806545257568359,0.28476107120513916,0.7165772318840027,0.3029647469520569,0.7663788795471191
